date,open,high,low,close,volume
2021-01-01 00:00:00,28923.63,29017.5,28690.17,28752.8,840.077569
2021-01-01 00:15:00,28752.8,28875.55,28720.91,28836.63,480.611179
2021-01-01 00:30:00,28836.63,28943.87,28836.62,28930.11,471.134708
2021-01-01 00:45:00,28930.11,29031.34,28889.99,28995.13,519.987989
2021-01-01 01:00:00,28995.13,29385.0,28960.35,29382.59,1735.839005
2021-01-01 01:15:00,29384.97,29417.87,29241.5,29385.39,1713.279439
2021-01-01 01:30:00,29387.07,29470.0,29312.17,29319.87,1333.722323
2021-01-01 01:45:00,29320.7,29430.85,29311.75,29409.99,620.227704
2021-01-01 02:00:00,29410.0,29465.26,29201.78,29248.69,741.691772
2021-01-01 02:15:00,29248.69,29388.22,29240.41,29298.86,502.933004
2021-01-01 02:30:00,29298.87,29299.98,29120.03,29265.71,698.745795
2021-01-01 02:45:00,29264.87,29341.21,29151.42,29194.65,440.860989
2021-01-01 03:00:00,29195.25,29287.49,29193.5,29263.79,323.394526
2021-01-01 03:15:00,29263.79,29311.0,29150.02,29215.84,368.993617
2021-01-01 03:30:00,29216.03,29367.0,29190.83,29276.99,468.424683
2021-01-01 03:45:00,29277.0,29321.59,29241.61,29278.4,300.532251
2021-01-01 04:00:00,29278.41,29342.74,29278.4,29289.14,378.797473
2021-01-01 04:15:00,29290.2,29395.0,29290.2,29332.81,493.117866
2021-01-01 04:30:00,29332.81,29373.6,29029.4,29172.58,868.634782
2021-01-01 04:45:00,29172.58,29236.88,29172.57,29220.31,297.496682
2021-01-01 05:00:00,29220.31,29235.28,29084.11,29126.61,599.34219
2021-01-01 05:15:00,29125.66,29195.31,29116.01,29161.28,274.161439
2021-01-01 05:30:00,29161.28,29205.68,29113.8,29178.57,320.467553
2021-01-01 05:45:00,29178.57,29213.4,29138.28,29187.01,275.98508
2021-01-01 06:00:00,29187.01,29270.0,29187.01,29213.25,332.62597
2021-01-01 06:15:00,29213.25,29233.0,29100.0,29100.0,330.699497
2021-01-01 06:30:00,29100.0,29202.72,29100.0,29191.89,321.412816
2021-01-01 06:45:00,29191.88,29205.76,29077.32,29174.35,435.988008
2021-01-01 07:00:00,29174.35,29191.98,28806.54,28930.9,1169.197277
2021-01-01 07:15:00,28930.89,29040.61,28909.5,29018.83,560.642547
2021-01-01 07:30:00,29018.83,29096.83,29000.0,29085.49,375.703712
2021-01-01 07:45:00,29085.49,29100.96,29043.06,29092.83,274.637382
2021-01-01 08:00:00,29092.84,29178.03,28978.55,29006.71,529.388284
2021-01-01 08:15:00,29006.5,29045.4,28872.24,29033.9,640.835166
2021-01-01 08:30:00,29033.93,29122.0,28957.49,28981.7,439.559993
2021-01-01 08:45:00,28981.69,29076.99,28931.32,29000.01,398.382296
2021-01-01 09:00:00,29000.01,29145.57,28970.0,29126.44,439.460871
2021-01-01 09:15:00,29126.45,29236.03,29076.38,29181.07,652.915291
